brand,model,release_year,age_years,ram_gb,storage_gb,original_price,condition,fair_price
Xiaomi,Mi 11 Lite,2019,5,6,64,50285,Excellent,14615
OnePlus,OnePlus 11R,2022,2,4,128,80464,Excellent,34136
Realme,Realme 11,2023,1,16,256,101785,Good,62887
Oppo,A58,2020,4,4,64,72757,Excellent,23280
Oppo,Reno 7,2020,4,12,128,72732,Fair,25439
Samsung,Galaxy S23,2021,3,4,512,111172,Good,59676
OnePlus,OnePlus Nord 3,2020,4,12,64,76742,Good,27512
Apple,iPhone SE,2022,2,4,512,99743,Good,61245
Xiaomi,Mi 11 Lite,2023,1,12,128,45104,Fair,28734
Samsung,Galaxy S22,2020,4,6,64,85179,Fair,21070
OnePlus,OnePlus 11R,2019,5,8,64,119451,Good,24378
Google,Pixel 6a,2023,1,4,256,61309,Good,43433
Realme,Realme Narzo 60,2019,5,4,128,85009,Excellent,19740
Apple,iPhone 14,2023,1,8,128,34798,Excellent,30015
OnePlus,OnePlus Nord CE 3,2023,1,12,256,70059,Excellent,51766
Vivo,Y100,2021,3,16,64,89534,Good,35133
Vivo,Y56,2023,1,8,128,29901,Good,26398
Oppo,F21 Pro,2019,5,8,64,41398,Poor,12127
Apple,iPhone 14,2019,5,16,256,92395,Good,42609
Samsung,Galaxy A34,2020,4,16,512,36038,Poor,46160
Oppo,F21 Pro,2022,2,16,512,89283,Excellent,78599
Samsung,Galaxy S22,2020,4,12,64,118068,Fair,31211
Xiaomi,Poco F5,2019,5,4,256,29639,Good,18456
Google,Pixel 7 Pro,2022,2,12,128,16214,Good,23532
Apple,iPhone 13,2022,2,8,256,116440,Poor,42245
Vivo,V25,2023,1,16,64,87105,Good,48143
Apple,iPhone SE,2020,4,12,512,42915,Good,45401
OnePlus,OnePlus Nord 3,2019,5,6,128,16379,Good,14905
Apple,iPhone 14,2021,3,6,64,31350,Good,17629
Apple,iPhone 13,2019,5,6,256,115537,Poor,25245
Xiaomi,Redmi Note 12,2021,3,16,64,24745,Good,22392
Xiaomi,Mi 11 Lite,2023,1,6,128,64831,Good,35429
Vivo,Y56,2020,4,16,128,77345,Good,33766
Samsung,Galaxy A34,2023,1,6,256,67284,Good,47760
OnePlus,OnePlus 11,2022,2,6,256,77457,Fair,34838
Oppo,Reno 7,2021,3,8,64,88633,Fair,26794
Vivo,V25,2019,5,12,64,50421,Excellent,20781
Oppo,A58,2021,3,8,256,95781,Good,39141
OnePlus,OnePlus 11R,2021,3,16,128,65126,Good,39376
Apple,iPhone 12,2023,1,8,128,16740,Good,23120
Xiaomi,Redmi Note 12,2020,4,6,512,45614,Good,40049
Google,Pixel 7 Pro,2019,5,16,256,119500,Good,43462
OnePlus,OnePlus Nord 3,2020,4,16,512,39281,Good,51566
Realme,Realme 10,2021,3,6,128,32443,Good,17575
Vivo,V27,2020,4,16,512,47210,Good,50904
Oppo,A78,2020,4,16,512,65551,Excellent,54329
Xiaomi,Mi 11 Lite,2020,4,16,64,82203,Good,34072
Oppo,A78,2020,4,6,128,63351,Good,21761
Apple,iPhone 14,2021,3,8,64,73798,Fair,27034
Xiaomi,Poco F5,2022,2,12,256,40322,Good,33707
Realme,Realme 11,2022,2,12,512,38946,Poor,42525
Google,Pixel 6a,2022,2,4,128,82593,Good,35813
Vivo,V27,2019,5,6,64,103241,Good,18168
OnePlus,OnePlus 11,2022,2,4,256,62403,Fair,29679
Apple,iPhone SE,2023,1,6,512,90351,Good,72612
Google,Pixel 6,2022,2,12,256,115354,Fair,53026
Oppo,A78,2020,4,8,64,76768,Good,23814
Google,Pixel 6a,2022,2,12,512,53622,Good,53275
Apple,iPhone SE,2019,5,12,64,85897,Excellent,28896
OnePlus,OnePlus 11,2022,2,12,256,52321,Excellent,38734
Samsung,Galaxy S23,2023,1,4,256,81422,Fair,42311
Realme,Realme 10,2021,3,8,512,108878,Excellent,65528
Realme,Realme Narzo 60,2020,4,4,256,104082,Good,33257
Apple,iPhone 11,2023,1,12,256,112123,Good,72763
Apple,iPhone 11,2023,1,4,512,117449,Fair,63819
Xiaomi,Redmi Note 12,2019,5,4,64,41924,Good,10244
Samsung,Galaxy A34,2022,2,4,512,104848,Good,58406
Samsung,Galaxy S23,2022,2,6,128,47963,Good,26595
Realme,Realme 10,2023,1,12,128,102594,Good,54101
Apple,iPhone 12,2020,4,16,256,118494,Good,53023
OnePlus,OnePlus Nord 3,2022,2,16,128,51820,Good,34342
Xiaomi,Redmi Note 11,2022,2,8,128,57425,Good,31708
Google,Pixel 6a,2022,2,4,64,25857,Poor,10258
Oppo,Reno 8,2019,5,8,256,88401,Good,31321
Realme,Realme GT 2,2022,2,4,64,59112,Excellent,27727
Samsung,Galaxy S22,2022,2,4,128,42289,Excellent,27376
Realme,Realme Narzo 60,2023,1,6,512,24854,Good,37089
Oppo,Reno 8,2019,5,4,128,86923,Poor,14965
Oppo,A58,2023,1,16,512,80642,Good,68562
Xiaomi,Redmi 12,2022,2,16,256,20400,Good,36284
Google,Pixel 6a,2019,5,6,128,29974,Poor,13289
Xiaomi,Redmi Note 11,2020,4,12,256,101078,Good,38259
OnePlus,OnePlus Nord 3,2020,4,8,512,85097,Fair,40308
Apple,iPhone SE,2019,5,6,512,17124,Fair,32741
Vivo,T2,2022,2,16,128,105296,Good,55886
Samsung,Galaxy A34,2022,2,4,512,100447,Good,60994
Apple,iPhone 11,2019,5,12,256,39945,Good,30252
Samsung,Galaxy S23,2023,1,4,128,108018,Excellent,61136
Realme,Realme 11,2019,5,12,512,76600,Poor,44315
OnePlus,OnePlus 11,2020,4,4,64,23271,Fair,10490
Samsung,Galaxy A34,2023,1,12,64,80527,Excellent,52753
OnePlus,OnePlus Nord 3,2020,4,12,128,117785,Good,39923
Xiaomi,Redmi 12,2022,2,6,512,56335,Good,49251
Oppo,A58,2019,5,12,256,68740,Fair,31572
Apple,iPhone 13,2022,2,12,64,106628,Good,50529
Vivo,Y56,2020,4,8,128,38466,Fair,20660
Samsung,Galaxy M34,2022,2,6,256,35641,Fair,30013
Realme,Realme Narzo 60,2022,2,12,256,101363,Good,57227
Vivo,T2,2019,5,8,128,60097,Good,21904
Samsung,Galaxy S23,2019,5,6,64,24404,Good,11673
OnePlus,OnePlus Nord 3,2023,1,8,256,53046,Good,41757
Xiaomi,Mi 11 Lite,2022,2,4,256,87725,Fair,38235
Xiaomi,Redmi 12,2021,3,8,512,76477,Good,54665
Apple,iPhone 13,2021,3,12,512,49678,Fair,45152
Samsung,Galaxy M34,2022,2,8,256,115757,Good,57722
Xiaomi,Redmi 12,2023,1,4,128,60650,Fair,24787
Vivo,Y56,2023,1,4,512,40920,Good,43666
Google,Pixel 7 Pro,2021,3,16,256,55667,Good,47160
Oppo,Reno 7,2021,3,16,256,48043,Good,38926
Oppo,F21 Pro,2021,3,4,64,57840,Fair,15475
Apple,iPhone 12,2023,1,16,512,95140,Fair,79861
Realme,Realme Narzo 60,2023,1,16,128,31693,Excellent,34178
Xiaomi,Mi 11 Lite,2020,4,8,256,87322,Good,37236
Google,Pixel 7,2022,2,4,128,78763,Fair,29378
Google,Pixel 7 Pro,2022,2,12,512,22450,Fair,42473
Apple,iPhone 14,2019,5,4,512,99816,Good,43486
Google,Pixel 7,2019,5,12,128,48262,Good,24339
Xiaomi,Redmi 12,2019,5,4,64,67882,Good,12503
Samsung,Galaxy S22,2019,5,6,512,72797,Poor,38667
OnePlus,OnePlus 11,2020,4,4,512,62910,Good,35592
Realme,Realme 11,2020,4,4,512,90583,Poor,34188
Samsung,Galaxy A34,2019,5,12,512,37787,Good,44641
Vivo,V25,2023,1,16,512,15908,Good,49496
OnePlus,OnePlus Nord 3,2021,3,4,512,103771,Good,48513
Oppo,Reno 7,2022,2,16,512,105875,Good,69575
Samsung,Galaxy S23,2021,3,12,64,109182,Fair,35576
Vivo,T2,2019,5,12,256,94232,Good,36527
Samsung,Galaxy S22,2021,3,4,64,32868,Good,14451
Oppo,F21 Pro,2020,4,8,512,98749,Fair,47079
Realme,Realme 10,2022,2,4,256,27661,Good,24326
Xiaomi,Mi 11 Lite,2019,5,4,64,61996,Good,11969
Google,Pixel 6,2023,1,8,512,97516,Good,70231
Apple,iPhone 12,2021,3,8,512,65547,Fair,47323
OnePlus,OnePlus 11R,2021,3,16,64,49227,Poor,23260
Google,Pixel 7 Pro,2020,4,16,128,32878,Fair,27344
OnePlus,OnePlus 11R,2023,1,6,256,104622,Good,50682
Oppo,A58,2023,1,16,128,29568,Good,32892
Samsung,Galaxy A34,2022,2,12,64,31676,Good,26035
Xiaomi,Mi 11 Lite,2023,1,12,256,19860,Good,33463
Xiaomi,Mi 11 Lite,2020,4,16,256,21955,Good,33682
Samsung,Galaxy S23,2022,2,6,64,84786,Poor,19583
Apple,iPhone SE,2019,5,16,512,63481,Poor,40974
Google,Pixel 6a,2021,3,8,64,47099,Good,23897
Oppo,Reno 8,2021,3,12,256,116611,Good,48796
Apple,iPhone 11,2022,2,8,128,60906,Poor,22605
Xiaomi,Mi 11 Lite,2020,4,8,512,71624,Fair,41017
OnePlus,OnePlus Nord CE 3,2020,4,6,256,112616,Fair,33394
Samsung,Galaxy S23,2023,1,12,128,109925,Excellent,71040
Vivo,T2,2023,1,12,128,89292,Poor,34460
OnePlus,OnePlus Nord CE 3,2021,3,8,128,104541,Excellent,43791
Samsung,Galaxy S22,2021,3,12,256,27121,Good,30308
Samsung,Galaxy M34,2019,5,16,512,32959,Good,45148
OnePlus,OnePlus 11R,2019,5,16,128,51660,Good,29937
Samsung,Galaxy S22,2022,2,6,128,88920,Good,40650
Oppo,F21 Pro,2022,2,6,64,74799,Good,26882
OnePlus,OnePlus 11,2019,5,6,128,27875,Good,16202
Vivo,V25,2019,5,4,128,118587,Poor,15530
Google,Pixel 6a,2020,4,6,512,105179,Good,49865
Vivo,V27,2022,2,4,256,42460,Fair,25083
Vivo,Y100,2021,3,8,512,116536,Excellent,62823
Samsung,Galaxy A34,2022,2,12,64,34547,Poor,20501
Realme,Realme Narzo 60,2022,2,8,256,17606,Good,23317
OnePlus,OnePlus Nord 3,2021,3,12,128,47400,Fair,27050
Vivo,V27,2021,3,16,256,99335,Excellent,60258
OnePlus,OnePlus Nord CE 3,2023,1,4,64,53289,Good,27098
Apple,iPhone 13,2021,3,4,64,32175,Good,16815
Google,Pixel 7,2022,2,4,512,92810,Excellent,75067
Realme,Realme 10,2022,2,8,128,70598,Fair,29593
Oppo,A58,2019,5,12,512,18811,Fair,40554
Apple,iPhone 11,2021,3,8,256,79037,Good,45537
Oppo,Reno 8,2023,1,12,256,30402,Fair,31747
OnePlus,OnePlus Nord CE 3,2021,3,16,512,106288,Good,70709
Vivo,T2,2020,4,8,512,43582,Fair,42177
Xiaomi,Redmi 12,2021,3,8,64,96527,Poor,18880
Vivo,V25,2022,2,8,64,49136,Good,23579
Vivo,Y56,2023,1,4,64,42272,Good,21047
Oppo,Reno 8,2021,3,4,512,30174,Excellent,37085
Vivo,V27,2021,3,8,128,63634,Poor,19982
Xiaomi,Poco F5,2022,2,4,256,15434,Good,20654
Oppo,Reno 8,2021,3,6,512,54593,Fair,40880
Apple,iPhone 13,2021,3,12,64,67879,Excellent,39970
Realme,Realme 10,2020,4,16,128,45183,Good,31154
OnePlus,OnePlus 11,2019,5,4,256,111622,Fair,24827
Samsung,Galaxy M34,2019,5,6,64,67798,Good,17859
Samsung,Galaxy S23,2023,1,4,512,97629,Fair,61060
Google,Pixel 7 Pro,2021,3,12,256,39660,Good,37306
Xiaomi,Mi 11 Lite,2021,3,16,128,106860,Excellent,51359
Google,Pixel 7 Pro,2020,4,12,64,108925,Good,35206
Xiaomi,Redmi 12,2019,5,16,512,20285,Fair,39381
Samsung,Galaxy A34,2019,5,4,128,85402,Good,20609
Samsung,Galaxy A54,2023,1,12,256,37333,Excellent,43843
OnePlus,OnePlus Nord CE 3,2021,3,6,64,62963,Good,21954
Google,Pixel 7 Pro,2020,4,16,64,34336,Good,26123
Oppo,F21 Pro,2020,4,8,128,40185,Good,22346
Vivo,T2,2022,2,12,512,111453,Fair,59905
Realme,Realme GT 2,2019,5,6,64,67275,Good,15197
Samsung,Galaxy M34,2021,3,12,256,16766,Good,29361
Oppo,A78,2020,4,4,64,92701,Excellent,24172
Vivo,Y100,2022,2,6,128,67771,Good,29113
Samsung,Galaxy S23,2023,1,6,256,76471,Good,49814
Vivo,Y56,2021,3,8,64,49404,Good,23109
Samsung,Galaxy A34,2022,2,12,512,86074,Good,62293
Google,Pixel 6,2022,2,6,64,119959,Fair,37072
OnePlus,OnePlus Nord 3,2023,1,16,128,74263,Fair,42937
Vivo,T2,2019,5,12,256,18392,Good,26513
Samsung,Galaxy S22,2022,2,6,128,36032,Good,23679
Xiaomi,Redmi Note 11,2021,3,6,256,76050,Good,37884
OnePlus,OnePlus 11R,2022,2,12,512,93542,Good,62456
Apple,iPhone 13,2020,4,6,64,116069,Good,33935
Samsung,Galaxy S22,2019,5,4,256,91759,Good,25502
Xiaomi,Mi 11 Lite,2021,3,12,512,90205,Good,62123
Realme,Realme GT 2,2019,5,4,512,63737,Good,32742
Apple,iPhone 11,2022,2,6,128,102745,Good,52897
Oppo,A58,2022,2,12,256,61491,Excellent,42124
OnePlus,OnePlus Nord 3,2021,3,4,64,98654,Excellent,32372
Xiaomi,Redmi 12,2021,3,4,512,16511,Good,31926
Samsung,Galaxy S22,2020,4,4,128,115919,Excellent,34803
OnePlus,OnePlus Nord CE 3,2020,4,6,64,109825,Good,28375
Xiaomi,Redmi 12,2023,1,12,256,87231,Good,58883
Realme,Realme 11,2023,1,6,512,110638,Good,66422
Xiaomi,Redmi Note 11,2021,3,12,256,69800,Excellent,40334
OnePlus,OnePlus 11R,2020,4,16,512,105450,Excellent,65951
Google,Pixel 7,2023,1,4,512,108141,Fair,61780
OnePlus,OnePlus 11R,2019,5,4,128,31820,Good,13498
Oppo,Reno 8,2023,1,16,64,89855,Fair,40025
OnePlus,OnePlus 11,2019,5,4,64,26640,Poor,7936
Google,Pixel 7,2023,1,16,256,26467,Fair,35523
Realme,Realme Narzo 60,2023,1,12,64,34755,Good,29174
Google,Pixel 7,2021,3,4,256,106544,Good,46570
Samsung,Galaxy A34,2021,3,16,128,87597,Good,43729
Google,Pixel 7,2021,3,4,64,73473,Good,26407
Realme,Realme GT 2,2023,1,4,128,104049,Good,45122
Xiaomi,Redmi 12,2020,4,12,256,94183,Fair,36794
Oppo,A78,2020,4,4,256,87354,Fair,28404
Xiaomi,Poco F5,2023,1,16,512,39767,Good,54717
Apple,iPhone 12,2022,2,12,128,17696,Good,24872
OnePlus,OnePlus 11R,2021,3,16,64,24765,Good,23183
Oppo,A78,2023,1,16,128,48709,Fair,31643
Realme,Realme 10,2023,1,12,512,117305,Good,81061
Samsung,Galaxy A54,2023,1,12,512,70046,Good,66955
Realme,Realme 10,2020,4,16,64,31772,Excellent,25043
Oppo,A78,2023,1,4,128,19959,Good,17209
Vivo,V25,2019,5,12,64,37455,Good,17290
Samsung,Galaxy S22,2021,3,6,64,47735,Good,20590
Apple,iPhone 13,2019,5,12,128,33953,Fair,20695
Oppo,Reno 7,2021,3,12,64,119946,Good,41385
Vivo,Y100,2021,3,12,256,27818,Good,29132
Oppo,F21 Pro,2023,1,16,128,66869,Fair,39305
OnePlus,OnePlus 11R,2019,5,4,128,82346,Poor,14952
Realme,Realme 11,2020,4,12,512,41883,Good,43355
OnePlus,OnePlus 11,2023,1,16,64,100834,Excellent,59539
OnePlus,OnePlus Nord CE 3,2019,5,6,256,41539,Good,20840
OnePlus,OnePlus Nord 3,2022,2,6,128,30389,Good,18731
Oppo,Reno 7,2019,5,6,256,107694,Good,29751
Xiaomi,Mi 11 Lite,2023,1,12,256,40727,Good,35941
Oppo,Reno 7,2020,4,12,512,25796,Good,42970
Xiaomi,Redmi 12,2021,3,4,128,72026,Fair,21623
Apple,iPhone 12,2021,3,12,128,19507,Good,22478
Samsung,Galaxy A54,2021,3,12,64,40530,Excellent,27172
Apple,iPhone 11,2020,4,6,64,106378,Fair,28302
Xiaomi,Redmi 12,2020,4,12,128,18830,Good,20960
Samsung,Galaxy A34,2020,4,6,128,56850,Fair,20187
Apple,iPhone 11,2019,5,16,512,118243,Good,54691
Google,Pixel 6,2022,2,8,128,41008,Good,29305
Xiaomi,Redmi Note 12,2022,2,4,64,53623,Fair,19394
Oppo,A78,2021,3,8,64,102643,Good,33256
Realme,Realme Narzo 60,2021,3,6,256,16110,Fair,22213
Samsung,Galaxy A54,2022,2,6,64,111085,Poor,24271
Apple,iPhone SE,2022,2,16,512,20631,Good,53559
Apple,iPhone 11,2022,2,4,512,39514,Good,44567
Samsung,Galaxy S23,2019,5,8,512,16600,Excellent,35318
OnePlus,OnePlus Nord CE 3,2023,1,12,128,77805,Good,44456
OnePlus,OnePlus 11,2021,3,6,512,54423,Poor,38559
Apple,iPhone 14,2019,5,12,64,23512,Fair,16387
Samsung,Galaxy S22,2023,1,16,512,98488,Fair,65683
Apple,iPhone 13,2022,2,4,256,96924,Good,47998
Realme,Realme 11,2022,2,16,128,87036,Good,43588
Oppo,A58,2020,4,8,64,81836,Poor,16641
Apple,iPhone 13,2022,2,6,512,105450,Good,64823
Xiaomi,Mi 11 Lite,2021,3,16,256,117071,Good,56267
OnePlus,OnePlus 11R,2021,3,6,256,65075,Fair,30651
Realme,Realme 11,2022,2,16,128,32197,Good,31418
Google,Pixel 6,2023,1,8,256,34523,Good,37738
Vivo,V27,2021,3,16,256,72290,Good,42465
Samsung,Galaxy A54,2020,4,4,512,69210,Good,42782
Oppo,Reno 7,2019,5,16,64,109071,Fair,25763
Xiaomi,Redmi Note 11,2022,2,8,64,95253,Good,38272
OnePlus,OnePlus Nord 3,2019,5,6,512,98274,Good,42655
Vivo,Y100,2023,1,6,128,100470,Good,44467
Realme,Realme 10,2022,2,4,128,17175,Excellent,16559
Samsung,Galaxy S22,2019,5,12,256,49837,Fair,30982
Google,Pixel 6,2021,3,12,256,64777,Good,43192
Oppo,A78,2023,1,6,64,85640,Excellent,44842
Vivo,Y100,2021,3,6,512,18685,Good,32486
Oppo,A78,2020,4,4,512,83617,Good,43438
Oppo,A78,2023,1,4,256,89642,Excellent,54802
Realme,Realme 10,2020,4,8,256,51509,Poor,25418
Apple,iPhone 13,2022,2,12,64,15903,Excellent,21276
OnePlus,OnePlus 11R,2021,3,16,128,102063,Poor,30730
Oppo,A58,2019,5,6,128,43702,Good,15848
Oppo,Reno 7,2023,1,12,512,65513,Good,53907
Realme,Realme 11,2021,3,4,64,23367,Good,12039
Realme,Realme Narzo 60,2019,5,16,128,36881,Fair,27255
Google,Pixel 7 Pro,2020,4,16,512,113706,Excellent,70769
Google,Pixel 6a,2021,3,4,64,105854,Fair,29371
Xiaomi,Redmi Note 11,2021,3,6,512,115834,Excellent,62205
Samsung,Galaxy A34,2021,3,12,256,97172,Good,53663
Xiaomi,Redmi Note 12,2021,3,4,64,45416,Poor,11295
Vivo,Y56,2019,5,4,512,23698,Fair,29963
Xiaomi,Redmi Note 12,2021,3,12,256,52814,Good,36806
OnePlus,OnePlus 11,2023,1,16,128,73799,Good,43582
Apple,iPhone 11,2021,3,16,64,41998,Excellent,32247
Realme,Realme 10,2020,4,6,256,70597,Poor,21534
Google,Pixel 6,2020,4,6,256,76331,Good,33282
Vivo,T2,2023,1,16,128,16908,Fair,24266
Google,Pixel 7 Pro,2019,5,4,64,80158,Good,15998
OnePlus,OnePlus Nord 3,2022,2,6,512,36695,Good,39916
Samsung,Galaxy A34,2023,1,16,512,65281,Excellent,77590
Xiaomi,Redmi Note 12,2022,2,16,256,36584,Fair,39113
Realme,Realme 11,2023,1,4,64,77497,Good,30577
Samsung,Galaxy A54,2019,5,16,512,39892,Good,46164
Apple,iPhone 13,2021,3,6,256,105042,Good,47850
Google,Pixel 6,2022,2,8,512,98634,Poor,53520
Vivo,V27,2023,1,16,128,21820,Good,26695
Google,Pixel 7 Pro,2021,3,8,512,68243,Excellent,51748
Realme,Realme Narzo 60,2020,4,6,128,66843,Fair,19897
Realme,Realme Narzo 60,2019,5,4,64,105352,Poor,12974
Vivo,V25,2020,4,16,128,34163,Poor,24611
Vivo,T2,2023,1,12,512,117481,Excellent,84256
Samsung,Galaxy S22,2020,4,8,128,50380,Good,22689
Samsung,Galaxy A34,2020,4,8,64,115299,Good,35342
Vivo,Y100,2020,4,8,256,35860,Good,24532
Google,Pixel 6,2020,4,4,128,33330,Fair,15677
Oppo,Reno 8,2019,5,12,128,21589,Fair,18415
Vivo,V27,2019,5,4,64,112047,Good,18416
Xiaomi,Redmi 12,2022,2,16,256,77798,Fair,42942
Xiaomi,Mi 11 Lite,2020,4,16,256,36159,Excellent,36984
OnePlus,OnePlus 11R,2023,1,12,512,22464,Poor,40744
Samsung,Galaxy S23,2020,4,12,128,29372,Excellent,23066
Oppo,F21 Pro,2021,3,4,128,38703,Fair,16508
Google,Pixel 7 Pro,2023,1,6,64,110049,Good,49595
Oppo,Reno 7,2022,2,12,512,105381,Good,67178
Samsung,Galaxy A34,2022,2,4,512,32032,Good,43236
Oppo,A58,2020,4,8,128,21259,Good,19482
Realme,Realme GT 2,2023,1,6,512,42383,Good,47714
Vivo,Y56,2022,2,4,256,117619,Good,44713
Google,Pixel 7 Pro,2022,2,8,128,84939,Good,44023
OnePlus,OnePlus 11R,2020,4,16,64,39726,Poor,23378
Xiaomi,Redmi 12,2019,5,12,128,102346,Good,27077
Google,Pixel 7,2019,5,4,256,110603,Good,29316
Vivo,V25,2019,5,6,64,43410,Good,12202
Apple,iPhone 13,2021,3,16,512,42757,Good,52489
OnePlus,OnePlus 11R,2023,1,4,128,25467,Fair,16918
Realme,Realme 10,2020,4,4,128,49169,Good,17175
Google,Pixel 7 Pro,2019,5,4,512,45473,Excellent,39343
Apple,iPhone SE,2021,3,6,512,41219,Good,44205
Google,Pixel 7 Pro,2020,4,4,512,54238,Fair,37594
Samsung,Galaxy A34,2020,4,4,512,27420,Poor,32210
Samsung,Galaxy S23,2023,1,12,128,70919,Good,46421
Apple,iPhone SE,2022,2,16,64,105216,Good,61750
Vivo,Y100,2021,3,16,128,114074,Good,43945
Realme,Realme 11,2020,4,4,512,47806,Excellent,41914
Apple,iPhone 14,2023,1,6,128,105485,Fair,44490
Vivo,V25,2023,1,8,128,55430,Good,31694
Oppo,Reno 7,2021,3,16,64,57348,Good,31372
Oppo,Reno 7,2022,2,8,128,105141,Good,44450
Google,Pixel 7 Pro,2019,5,8,256,29497,Fair,25409
Samsung,Galaxy M34,2021,3,8,128,36652,Fair,22981
Apple,iPhone SE,2019,5,8,128,81775,Poor,18561
Realme,Realme 10,2019,5,4,512,77103,Excellent,35865
Oppo,F21 Pro,2020,4,4,512,85043,Good,46544
Apple,iPhone 12,2019,5,16,64,30819,Good,24450
Apple,iPhone 14,2019,5,8,128,49889,Excellent,21721
OnePlus,OnePlus 11R,2022,2,6,256,40912,Good,30450
Realme,Realme GT 2,2020,4,16,512,77001,Excellent,52646
Xiaomi,Redmi Note 11,2019,5,12,512,75062,Poor,42040
Samsung,Galaxy M34,2022,2,6,128,105674,Good,50212
Xiaomi,Redmi Note 11,2019,5,16,64,44402,Good,25437
Apple,iPhone 13,2021,3,4,256,73209,Good,34570
Apple,iPhone 13,2019,5,12,64,20084,Fair,15895
OnePlus,OnePlus 11R,2019,5,12,128,113104,Excellent,30601
Google,Pixel 6a,2022,2,4,256,92670,Excellent,51458
Realme,Realme Narzo 60,2021,3,16,512,28986,Good,44055
Realme,Realme Narzo 60,2020,4,16,512,94491,Poor,47195
Apple,iPhone 13,2022,2,8,64,38707,Good,24828
Samsung,Galaxy M34,2019,5,4,256,82009,Good,24836
OnePlus,OnePlus Nord CE 3,2020,4,6,64,108659,Good,26528
Apple,iPhone SE,2023,1,16,256,81846,Good,61915
Xiaomi,Redmi 12,2022,2,16,64,48236,Poor,26820
Oppo,F21 Pro,2022,2,16,64,32335,Poor,23081
OnePlus,OnePlus 11,2019,5,4,128,73194,Poor,12429
Oppo,F21 Pro,2019,5,12,512,118212,Good,51625
Samsung,Galaxy S23,2019,5,6,128,59158,Excellent,22519
OnePlus,OnePlus 11R,2021,3,16,256,32458,Good,35386
Xiaomi,Redmi Note 12,2020,4,12,256,59942,Poor,29199
Google,Pixel 7 Pro,2020,4,6,512,94314,Poor,38532
Oppo,Reno 7,2023,1,6,128,104451,Good,45193
Samsung,Galaxy A34,2022,2,12,64,100220,Fair,42696
OnePlus,OnePlus Nord CE 3,2022,2,4,64,118152,Excellent,51513
Realme,Realme Narzo 60,2021,3,4,512,95799,Good,49916
Apple,iPhone SE,2022,2,4,64,39283,Good,20954
Google,Pixel 7,2022,2,16,256,76274,Excellent,55118
OnePlus,OnePlus Nord 3,2021,3,12,512,19787,Good,41974
Google,Pixel 7,2023,1,12,512,72443,Excellent,73505
Xiaomi,Mi 11 Lite,2023,1,16,64,54726,Good,40597
Realme,Realme 10,2020,4,6,128,17665,Poor,14599
Vivo,V25,2023,1,4,128,38057,Good,21164
Apple,iPhone 14,2019,5,8,512,102054,Fair,42177
Realme,Realme GT 2,2023,1,6,512,119910,Fair,61024
Vivo,Y100,2021,3,4,64,113560,Excellent,39478
Oppo,Reno 8,2021,3,12,512,22446,Fair,42968
Apple,iPhone 11,2021,3,4,64,35455,Excellent,18660
Xiaomi,Redmi Note 12,2019,5,4,128,43368,Excellent,16228
OnePlus,OnePlus 11R,2022,2,8,64,71790,Poor,22103
Samsung,Galaxy S22,2020,4,8,64,24815,Excellent,15498
Realme,Realme 11,2019,5,16,512,88356,Excellent,56334
OnePlus,OnePlus 11,2020,4,8,512,47746,Poor,38379
OnePlus,OnePlus Nord 3,2021,3,8,256,25965,Good,24269
Vivo,Y100,2023,1,16,256,64892,Poor,41942
OnePlus,OnePlus 11,2021,3,16,512,25046,Good,50187
Oppo,A58,2019,5,12,128,32373,Fair,20621
Vivo,V25,2021,3,4,64,18743,Excellent,11328
Vivo,T2,2023,1,12,128,118465,Fair,52403
Apple,iPhone 11,2021,3,4,64,15500,Fair,10334
Samsung,Galaxy A54,2023,1,12,512,104716,Excellent,90660
Xiaomi,Poco F5,2023,1,6,256,35547,Good,28063
Oppo,F21 Pro,2022,2,8,64,100924,Excellent,45914
Xiaomi,Redmi Note 11,2022,2,12,512,119663,Good,73806
Samsung,Galaxy S22,2020,4,4,512,84810,Excellent,52102
Vivo,V27,2023,1,12,64,46828,Good,28522
Google,Pixel 7 Pro,2022,2,8,512,32748,Good,48964
Xiaomi,Redmi Note 11,2019,5,12,512,47486,Excellent,40315
Google,Pixel 6a,2023,1,6,128,112813,Good,60972
Realme,Realme Narzo 60,2023,1,4,256,53233,Good,37395
Realme,Realme 10,2020,4,12,64,58614,Poor,21206
Vivo,V25,2020,4,4,64,113026,Good,23661
Oppo,F21 Pro,2020,4,6,512,73228,Poor,36426
Xiaomi,Mi 11 Lite,2020,4,8,128,31066,Good,21008
Google,Pixel 7,2022,2,16,256,119933,Good,66077
Xiaomi,Redmi 12,2020,4,16,256,78327,Fair,34563
Vivo,T2,2022,2,4,512,56730,Fair,38689
Realme,Realme GT 2,2020,4,8,256,40277,Fair,26912
Realme,Realme 10,2021,3,12,64,85627,Excellent,38292
Apple,iPhone SE,2021,3,6,256,84192,Excellent,43899
Xiaomi,Mi 11 Lite,2021,3,6,512,54909,Good,47477
Oppo,A78,2021,3,4,256,19758,Fair,18813
Apple,iPhone 14,2023,1,6,64,56862,Good,33279
Google,Pixel 6a,2021,3,16,512,20280,Good,48092
Vivo,Y56,2019,5,8,64,25473,Fair,13415
Xiaomi,Redmi Note 11,2019,5,8,128,94632,Fair,22182
Oppo,F21 Pro,2022,2,6,64,81189,Fair,25209
