brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size,release_year,age_years,condition,original_price,fair_price
Apple,i7,8,512,HDD,RTX 3050,13.0,2022,2,Good,87098,31196
Apple,i3,8,2048,SSD,GTX 1650,15.6,2022,2,Good,76598,25142
Acer,i3,64,512,SSD,RTX 3050,17.0,2022,2,Poor,122195,14359
Apple,i9,32,2048,HDD,Integrated,15.6,2021,3,Excellent,124936,44827
HP,Ryzen 9,64,512,HDD,M1 GPU,15.6,2018,6,Good,143689,13773
Lenovo,i7,64,512,HDD,Integrated,13.0,2022,2,Good,114395,31681
Acer,M1,32,1024,SSD,M1 GPU,17.0,2021,3,Good,122174,25103
Apple,Ryzen 7,32,1024,SSD,RTX 3050,16.0,2020,4,Good,128825,27250
Apple,Ryzen 9,64,1024,HDD,RTX 3050,16.0,2020,4,Excellent,159675,45702
HP,Ryzen 7,32,1024,HDD,RTX 4070,14.0,2021,3,Good,134101,28517
Lenovo,M1,64,2048,HDD,M2 GPU,16.0,2022,2,Good,180261,46451
Lenovo,M2,64,512,SSD,RTX 4070,15.6,2020,4,Excellent,204825,51033
Lenovo,Ryzen 5,8,2048,SSD,GTX 1650,14.0,2022,2,Good,96754,24062
Dell,i9,64,2048,SSD,M2 GPU,16.0,2023,1,Good,216809,72646
Acer,M2,64,512,HDD,RTX 4070,16.0,2021,3,Good,205648,44464
Asus,i5,8,256,SSD,M1 GPU,13.0,2022,2,Fair,77410,16140
Apple,i3,64,256,SSD,RTX 3050,15.6,2022,2,Fair,115115,27959
Acer,i3,32,1024,SSD,RTX 4070,15.6,2018,6,Good,129484,10640
MSI,i3,64,1024,SSD,RTX 3060,14.0,2020,4,Good,156155,30816
Lenovo,Ryzen 7,8,2048,HDD,M2 GPU,14.0,2023,1,Good,108092,33169
Dell,M2,8,256,HDD,RTX 3060,17.0,2023,1,Good,124594,40561
Asus,M2,8,2048,SSD,RTX 3050,15.6,2021,3,Good,161395,35048
Lenovo,M1,32,1024,SSD,RTX 3060,17.0,2019,5,Good,148391,19860
HP,i3,16,1024,SSD,Integrated,17.0,2021,3,Fair,61229,9986
Asus,Ryzen 9,64,512,SSD,RTX 4070,16.0,2019,5,Good,199526,29991
Asus,i9,32,256,SSD,Integrated,13.0,2019,5,Fair,105491,11298
Asus,i5,32,256,HDD,RTX 4070,13.0,2020,4,Good,131937,25028
Acer,i3,64,2048,SSD,RTX 3050,14.0,2020,4,Good,144778,23059
HP,i3,16,512,SSD,RTX 4070,16.0,2022,2,Excellent,111106,36895
Apple,i3,8,512,SSD,RTX 4070,17.0,2020,4,Excellent,106456,33071
MSI,Ryzen 5,64,1024,SSD,Integrated,17.0,2023,1,Poor,110540,17444
HP,i9,16,256,HDD,M2 GPU,15.6,2018,6,Poor,126460,8000
Acer,Ryzen 5,64,2048,SSD,M1 GPU,14.0,2023,1,Poor,139826,16108
Apple,M2,64,512,SSD,M1 GPU,16.0,2018,6,Good,175178,20055
Lenovo,M1,64,256,SSD,Integrated,17.0,2020,4,Good,142502,27464
Asus,i9,8,2048,SSD,RTX 3060,13.0,2018,6,Fair,156466,10559
Asus,Ryzen 9,64,512,HDD,M1 GPU,13.0,2021,3,Fair,170131,30066
Lenovo,i3,8,512,SSD,M2 GPU,15.6,2021,3,Fair,77735,13968
MSI,i3,16,1024,SSD,RTX 4070,16.0,2021,3,Good,106315,24515
Lenovo,Ryzen 5,8,1024,SSD,RTX 3050,17.0,2022,2,Poor,79034,10698
Dell,Ryzen 5,16,512,SSD,M1 GPU,14.0,2018,6,Excellent,77569,9970
Asus,i5,32,256,SSD,RTX 3050,16.0,2019,5,Good,103874,13583
Apple,Ryzen 9,64,1024,SSD,GTX 1650,16.0,2022,2,Excellent,177897,83115
Dell,i5,32,512,HDD,RTX 4070,17.0,2020,4,Excellent,122868,29675
Acer,M2,32,2048,SSD,RTX 3050,16.0,2021,3,Good,172923,32531
MSI,Ryzen 9,16,512,SSD,RTX 3050,13.0,2020,4,Good,115143,25045
Asus,i3,16,2048,SSD,RTX 4070,14.0,2022,2,Fair,143153,27867
Apple,Ryzen 5,16,512,HDD,GTX 1650,13.0,2019,5,Good,76552,14348
HP,i3,32,1024,SSD,M2 GPU,16.0,2023,1,Fair,104484,23138
HP,i7,16,512,SSD,M1 GPU,15.6,2018,6,Excellent,89381,10345
Apple,M1,32,512,SSD,RTX 4070,14.0,2019,5,Fair,148091,18564
Asus,Ryzen 9,16,512,SSD,M1 GPU,14.0,2020,4,Excellent,111685,27007
Asus,Ryzen 7,16,1024,SSD,RTX 4070,14.0,2021,3,Good,136822,31781
Dell,M1,8,2048,SSD,RTX 3050,13.0,2019,5,Good,139366,21678
Dell,M1,32,2048,SSD,M2 GPU,15.6,2018,6,Good,166682,16118
Acer,Ryzen 7,8,1024,HDD,RTX 3050,17.0,2019,5,Good,81981,10013
Lenovo,Ryzen 5,32,512,SSD,RTX 3050,14.0,2020,4,Good,101665,18225
Apple,Ryzen 9,16,512,SSD,RTX 3050,13.0,2022,2,Good,121138,38785
Apple,Ryzen 5,64,512,SSD,RTX 4070,16.0,2019,5,Good,178125,30725
Apple,i7,8,2048,SSD,M1 GPU,14.0,2022,2,Good,112975,36968
Lenovo,i7,16,256,SSD,RTX 3050,14.0,2023,1,Good,97962,33580
Acer,Ryzen 9,64,512,SSD,RTX 4070,13.0,2021,3,Fair,189633,28460
HP,i5,64,512,SSD,Integrated,14.0,2018,6,Good,107859,9605
Acer,Ryzen 5,16,1024,HDD,RTX 3060,16.0,2020,4,Fair,94601,12053
Asus,i9,64,2048,HDD,RTX 4070,16.0,2018,6,Good,221040,19905
Acer,M2,8,512,SSD,GTX 1650,17.0,2019,5,Good,115973,14122
Apple,M2,32,2048,HDD,RTX 4070,14.0,2019,5,Good,194269,31886
Apple,M1,64,256,SSD,RTX 3060,16.0,2021,3,Fair,160214,31588
Asus,Ryzen 7,32,512,HDD,RTX 3050,17.0,2018,6,Good,105859,9262
Apple,M2,8,2048,SSD,M1 GPU,17.0,2018,6,Good,157550,17882
Lenovo,i7,64,512,SSD,GTX 1650,13.0,2018,6,Good,133406,14489
MSI,M2,64,1024,HDD,GTX 1650,15.6,2020,4,Excellent,180896,48447
MSI,i7,64,512,HDD,GTX 1650,13.0,2022,2,Fair,134845,28493
Acer,Ryzen 9,64,256,SSD,RTX 3060,13.0,2022,2,Good,169290,44637
Apple,i5,64,256,SSD,RTX 3050,13.0,2018,6,Fair,121796,11097
Asus,M2,16,2048,SSD,Integrated,16.0,2018,6,Excellent,133237,15586
Dell,M1,64,512,SSD,RTX 3060,13.0,2019,5,Good,165285,24079
HP,M2,64,2048,HDD,RTX 3050,14.0,2022,2,Good,193320,48100
Apple,i9,32,2048,HDD,RTX 4070,15.6,2022,2,Good,184149,62030
Dell,i5,64,1024,HDD,Integrated,17.0,2019,5,Excellent,124577,21109
MSI,M2,16,2048,HDD,RTX 3050,14.0,2023,1,Fair,132315,30094
Dell,Ryzen 5,8,256,SSD,RTX 3050,13.0,2019,5,Poor,67243,8000
Apple,Ryzen 9,16,1024,HDD,RTX 4070,14.0,2022,2,Good,136842,44538
Dell,Ryzen 7,64,512,SSD,Integrated,17.0,2023,1,Excellent,122811,47089
Lenovo,i5,8,1024,SSD,M1 GPU,14.0,2021,3,Excellent,77094,21876
Dell,M1,16,512,SSD,GTX 1650,17.0,2020,4,Fair,107606,15432
MSI,Ryzen 9,64,256,SSD,GTX 1650,15.6,2021,3,Fair,160597,31478
Asus,M2,16,2048,HDD,RTX 4070,16.0,2018,6,Excellent,163733,20453
Dell,Ryzen 7,32,512,HDD,RTX 3060,16.0,2018,6,Fair,111062,8039
HP,i5,16,512,HDD,RTX 3060,15.6,2019,5,Good,90327,10779
Dell,M2,16,1024,SSD,RTX 3060,14.0,2018,6,Fair,162190,12570
Dell,Ryzen 9,64,512,SSD,M2 GPU,14.0,2023,1,Excellent,176124,75089
Acer,i3,64,256,SSD,RTX 3060,17.0,2021,3,Good,126443,24626
Apple,i5,16,256,SSD,GTX 1650,15.6,2019,5,Excellent,71269,15483
HP,Ryzen 9,8,256,SSD,RTX 4070,14.0,2018,6,Fair,144396,8733
Apple,Ryzen 5,8,512,SSD,RTX 4070,17.0,2019,5,Poor,98639,8612
MSI,M2,8,1024,SSD,RTX 3050,14.0,2022,2,Good,131124,35483
Apple,Ryzen 9,64,512,HDD,RTX 3050,15.6,2023,1,Good,167683,59468
Lenovo,i3,16,1024,HDD,RTX 3060,13.0,2018,6,Fair,80864,8000
Asus,M1,32,1024,HDD,GTX 1650,17.0,2023,1,Poor,123927,16547
Acer,i3,32,2048,SSD,Integrated,15.6,2023,1,Poor,103534,12768
Lenovo,M1,16,2048,SSD,RTX 4070,14.0,2019,5,Poor,176374,11674
MSI,i5,32,1024,HDD,RTX 4070,16.0,2020,4,Good,125080,25064
Lenovo,i5,8,2048,SSD,RTX 3060,15.6,2020,4,Fair,110657,16058
Acer,i3,64,256,SSD,GTX 1650,15.6,2020,4,Good,104335,15664
Lenovo,i9,8,2048,HDD,RTX 3050,17.0,2022,2,Excellent,120288,40273
Acer,Ryzen 7,16,1024,SSD,Integrated,14.0,2021,3,Good,80413,17083
Asus,Ryzen 7,64,256,HDD,RTX 3050,15.6,2022,2,Good,149137,37732
Acer,i7,32,1024,SSD,RTX 3050,15.6,2018,6,Excellent,138465,15262
MSI,Ryzen 7,16,512,HDD,GTX 1650,16.0,2020,4,Good,77411,14916
Apple,M2,32,512,HDD,M2 GPU,14.0,2018,6,Good,144077,17864
MSI,i5,64,256,SSD,M1 GPU,16.0,2023,1,Good,123932,43459
HP,i3,16,256,SSD,M1 GPU,15.6,2018,6,Excellent,64319,8000
Acer,Ryzen 5,64,2048,SSD,Integrated,15.6,2022,2,Fair,128215,20416
Dell,Ryzen 9,16,2048,SSD,M2 GPU,16.0,2018,6,Excellent,134367,15814
Apple,M1,32,2048,SSD,RTX 4070,17.0,2021,3,Excellent,179221,69295
HP,M1,8,2048,SSD,GTX 1650,17.0,2023,1,Good,119870,35080
Apple,Ryzen 7,64,1024,HDD,Integrated,15.6,2021,3,Fair,132761,26708
Acer,M1,32,256,SSD,Integrated,14.0,2023,1,Excellent,105190,35534
Asus,Ryzen 7,16,1024,HDD,M2 GPU,14.0,2019,5,Good,101374,13899
MSI,i3,32,512,SSD,RTX 3060,15.6,2020,4,Excellent,96527,24215
Asus,i5,8,2048,SSD,GTX 1650,16.0,2022,2,Fair,103156,20794
Lenovo,Ryzen 9,32,512,SSD,RTX 3050,16.0,2020,4,Excellent,130179,28984
Lenovo,Ryzen 9,32,2048,SSD,RTX 3060,13.0,2023,1,Fair,175115,43198
Acer,Ryzen 9,8,512,SSD,RTX 3060,13.0,2022,2,Good,111108,28149
Asus,M1,16,256,SSD,Integrated,13.0,2020,4,Good,91930,16165
Asus,Ryzen 5,64,1024,SSD,RTX 3050,16.0,2022,2,Good,130181,33727
Dell,Ryzen 9,64,512,SSD,RTX 3060,15.6,2021,3,Good,185006,39195
HP,Ryzen 5,32,256,HDD,GTX 1650,14.0,2022,2,Excellent,81274,25439
Apple,M2,16,1024,SSD,M1 GPU,15.6,2020,4,Good,130727,29996
Asus,i3,32,512,SSD,RTX 3060,17.0,2018,6,Good,95633,9859
Lenovo,i7,8,512,SSD,RTX 3050,16.0,2019,5,Excellent,97617,18135
Acer,Ryzen 9,8,512,HDD,RTX 4070,13.0,2018,6,Excellent,141799,17588
Acer,Ryzen 7,32,1024,SSD,RTX 3050,17.0,2021,3,Fair,119408,18731
Dell,Ryzen 7,16,1024,HDD,RTX 3050,15.6,2023,1,Good,106659,35059
HP,i7,64,1024,HDD,GTX 1650,16.0,2021,3,Poor,134331,12103
Asus,M1,64,1024,SSD,RTX 3060,17.0,2018,6,Good,168869,15575
Acer,i3,16,512,HDD,GTX 1650,14.0,2018,6,Good,60578,8000
Acer,M1,16,512,SSD,RTX 3060,13.0,2019,5,Fair,136357,12114
Acer,Ryzen 7,16,512,HDD,Integrated,14.0,2021,3,Good,79995,16292
HP,M1,16,1024,SSD,RTX 3060,13.0,2021,3,Fair,121621,18440
Lenovo,Ryzen 5,16,512,SSD,M1 GPU,16.0,2023,1,Excellent,82610,34912
Dell,i3,16,512,SSD,RTX 3060,16.0,2023,1,Excellent,94483,41391
Acer,M2,32,1024,SSD,RTX 3050,15.6,2023,1,Good,143875,42775
HP,i3,32,2048,SSD,M1 GPU,13.0,2020,4,Excellent,122970,24871
Asus,Ryzen 5,64,2048,HDD,RTX 4070,13.0,2022,2,Good,172919,41449
HP,i7,8,256,SSD,Integrated,16.0,2018,6,Excellent,67087,8635
MSI,i5,32,2048,SSD,GTX 1650,13.0,2021,3,Excellent,129718,39013
Apple,i9,8,512,SSD,M2 GPU,16.0,2020,4,Good,121878,27772
HP,Ryzen 5,8,512,HDD,RTX 3060,15.6,2020,4,Good,88758,14611
Lenovo,M2,16,1024,HDD,M1 GPU,15.6,2019,5,Good,125881,18698
Acer,Ryzen 7,16,2048,SSD,RTX 3050,15.6,2018,6,Good,127356,12498
HP,Ryzen 9,32,256,HDD,GTX 1650,14.0,2019,5,Excellent,113037,19299
Asus,M2,32,256,SSD,RTX 4070,13.0,2023,1,Poor,182900,23723
MSI,i7,16,512,SSD,M2 GPU,13.0,2020,4,Good,102642,22235
Acer,i7,32,2048,SSD,RTX 3050,13.0,2020,4,Good,136867,20807
Dell,M1,16,2048,HDD,GTX 1650,17.0,2019,5,Excellent,100249,19328
Asus,i7,16,1024,SSD,GTX 1650,17.0,2023,1,Excellent,97880,34469
Lenovo,Ryzen 7,8,256,SSD,RTX 3060,13.0,2022,2,Good,96088,27219
MSI,Ryzen 9,8,512,SSD,RTX 4070,13.0,2018,6,Good,140834,15316
Apple,M1,32,512,HDD,RTX 3060,15.6,2022,2,Fair,132644,32791
Apple,Ryzen 5,16,256,SSD,RTX 3060,14.0,2021,3,Fair,88363,17502
Dell,i7,16,256,SSD,RTX 3060,16.0,2020,4,Excellent,100461,22871
HP,i7,32,1024,SSD,Integrated,15.6,2022,2,Good,105450,26277
MSI,Ryzen 9,64,2048,SSD,M1 GPU,14.0,2018,6,Poor,178923,8097
Lenovo,Ryzen 7,16,256,HDD,RTX 3060,13.0,2022,2,Good,111284,31022
Acer,Ryzen 7,16,2048,SSD,M1 GPU,15.6,2021,3,Excellent,127483,35269
Dell,Ryzen 9,64,256,SSD,RTX 3060,17.0,2022,2,Excellent,166832,62255
Apple,Ryzen 9,16,512,SSD,RTX 4070,15.6,2019,5,Fair,141669,18859
Apple,i9,64,512,SSD,RTX 4070,14.0,2019,5,Good,220133,37389
HP,Ryzen 7,32,512,HDD,RTX 4070,15.6,2020,4,Good,152053,27663
Dell,M1,64,2048,HDD,GTX 1650,13.0,2020,4,Good,151558,28821
Apple,Ryzen 9,16,256,HDD,M1 GPU,16.0,2019,5,Good,109200,18854
Asus,i5,64,2048,HDD,Integrated,15.6,2018,6,Excellent,127403,15478
Dell,M1,8,2048,SSD,M1 GPU,14.0,2023,1,Fair,134786,33877
Asus,i5,32,1024,SSD,Integrated,16.0,2022,2,Excellent,94860,32053
HP,i3,8,512,SSD,RTX 4070,15.6,2018,6,Good,104060,8787
Acer,Ryzen 9,32,2048,SSD,RTX 4070,13.0,2021,3,Fair,178519,26173
MSI,i9,64,1024,HDD,M1 GPU,13.0,2018,6,Good,179993,20302
Dell,Ryzen 7,16,512,SSD,RTX 4070,14.0,2021,3,Excellent,134815,42831
Acer,Ryzen 9,8,256,SSD,RTX 3060,16.0,2023,1,Excellent,113974,40257
Dell,i3,32,512,SSD,RTX 4070,15.6,2023,1,Good,125951,36582
MSI,Ryzen 9,32,256,HDD,GTX 1650,13.0,2019,5,Good,112399,18867
Apple,i5,16,512,SSD,RTX 4070,16.0,2019,5,Fair,113474,13553
Lenovo,M1,8,1024,HDD,M2 GPU,13.0,2022,2,Excellent,111264,40772
Dell,i7,8,2048,HDD,RTX 3060,15.6,2018,6,Excellent,103293,13889
HP,M1,64,256,SSD,M1 GPU,16.0,2021,3,Good,164253,31327
Acer,i9,8,2048,SSD,M1 GPU,14.0,2022,2,Good,129149,28462
Acer,M1,8,256,HDD,RTX 4070,13.0,2020,4,Good,123297,18888
Acer,i5,32,2048,SSD,M1 GPU,17.0,2022,2,Fair,111654,18781
MSI,i9,8,2048,SSD,M2 GPU,14.0,2022,2,Fair,157092,34916
HP,M2,64,1024,HDD,M1 GPU,17.0,2018,6,Fair,169362,10540
Asus,i3,16,512,SSD,RTX 3060,17.0,2018,6,Good,91577,8930
Lenovo,Ryzen 9,32,512,SSD,RTX 3050,16.0,2023,1,Fair,136063,30018
Dell,i7,32,512,SSD,M2 GPU,15.6,2020,4,Fair,116397,16435
HP,i5,64,512,SSD,RTX 3060,14.0,2018,6,Good,152805,12779
Lenovo,M2,16,256,HDD,M2 GPU,17.0,2020,4,Good,144734,28502
Dell,Ryzen 9,16,512,SSD,RTX 3060,14.0,2018,6,Good,136716,13822
Acer,i9,64,1024,SSD,GTX 1650,14.0,2023,1,Good,177206,53300
Lenovo,M1,8,2048,SSD,RTX 4070,13.0,2023,1,Fair,148301,34651
HP,M1,8,2048,SSD,Integrated,14.0,2021,3,Excellent,116968,29586
Acer,M1,64,512,SSD,M2 GPU,13.0,2021,3,Fair,175160,24695
Asus,i7,16,512,HDD,RTX 3050,14.0,2022,2,Good,100105,24835
Lenovo,i7,32,2048,SSD,GTX 1650,17.0,2023,1,Excellent,127484,52991
Lenovo,Ryzen 7,64,2048,SSD,Integrated,13.0,2019,5,Excellent,142421,24948
MSI,M2,16,1024,HDD,RTX 3060,16.0,2022,2,Good,132354,42053
Asus,Ryzen 9,32,256,SSD,Integrated,14.0,2020,4,Excellent,101603,23277
HP,i5,16,512,SSD,RTX 3060,17.0,2021,3,Fair,93352,14110
Acer,i7,32,2048,HDD,M2 GPU,15.6,2020,4,Poor,126957,8722
Acer,i9,64,256,SSD,M1 GPU,13.0,2020,4,Poor,178191,14642
Lenovo,i5,32,1024,HDD,RTX 3050,15.6,2021,3,Good,98067,21033
Dell,i7,64,256,SSD,GTX 1650,14.0,2023,1,Good,147136,45315
Asus,i9,16,1024,HDD,M1 GPU,14.0,2019,5,Good,118799,15459
MSI,i3,16,1024,SSD,RTX 3060,14.0,2019,5,Fair,105488,11715
HP,i9,16,512,SSD,RTX 3060,17.0,2019,5,Good,128636,15410
Lenovo,M2,8,256,HDD,RTX 3050,15.6,2018,6,Good,111731,11935
MSI,i7,32,256,SSD,M1 GPU,15.6,2020,4,Good,120268,24106
MSI,Ryzen 9,32,512,SSD,Integrated,15.6,2021,3,Fair,109035,19129
MSI,Ryzen 5,32,512,SSD,GTX 1650,17.0,2019,5,Good,83729,11789
Lenovo,Ryzen 5,8,512,HDD,M2 GPU,13.0,2018,6,Excellent,83165,10114
MSI,i7,8,512,HDD,M1 GPU,17.0,2021,3,Good,81998,20325
Apple,Ryzen 7,32,512,SSD,M2 GPU,17.0,2018,6,Fair,116840,9506
Dell,Ryzen 7,32,2048,SSD,GTX 1650,17.0,2022,2,Fair,130015,23800
HP,i9,8,1024,SSD,GTX 1650,13.0,2018,6,Fair,108800,8000
MSI,i5,16,256,SSD,M2 GPU,14.0,2020,4,Good,90936,19902
HP,i5,16,1024,SSD,RTX 3060,15.6,2018,6,Good,112206,9457
Lenovo,M1,8,256,HDD,RTX 3060,17.0,2020,4,Good,110814,21204
Asus,Ryzen 9,8,2048,SSD,M1 GPU,15.6,2020,4,Good,141907,23068
Lenovo,i9,16,2048,HDD,M1 GPU,13.0,2023,1,Good,118539,38292
Apple,i5,8,2048,SSD,GTX 1650,13.0,2021,3,Good,103608,27264
Apple,M2,64,2048,HDD,RTX 4070,16.0,2022,2,Good,203247,69790
Asus,Ryzen 5,16,256,SSD,GTX 1650,13.0,2023,1,Fair,77272,18674
Acer,Ryzen 7,32,2048,SSD,GTX 1650,14.0,2019,5,Excellent,136381,20449
Acer,Ryzen 5,32,2048,SSD,Integrated,16.0,2020,4,Fair,113682,12404
Apple,i5,32,2048,SSD,RTX 4070,15.6,2022,2,Poor,144614,20099
MSI,i7,64,512,SSD,M1 GPU,13.0,2022,2,Good,134208,38616
Dell,M1,32,1024,SSD,M1 GPU,14.0,2019,5,Good,134450,21060
Asus,M2,32,512,HDD,Integrated,16.0,2022,2,Good,126726,32209
Lenovo,Ryzen 7,32,256,HDD,M1 GPU,16.0,2021,3,Excellent,106017,29422
Apple,Ryzen 5,32,256,SSD,M2 GPU,14.0,2021,3,Fair,105491,22734
HP,Ryzen 5,32,512,HDD,Integrated,17.0,2021,3,Excellent,75210,21067
HP,Ryzen 9,8,2048,HDD,RTX 3050,13.0,2018,6,Good,104707,10510
Lenovo,i3,8,512,SSD,M2 GPU,16.0,2023,1,Fair,72910,15048
MSI,i3,8,1024,HDD,RTX 4070,15.6,2020,4,Good,99202,21354
HP,i7,16,1024,SSD,Integrated,16.0,2020,4,Good,95097,15722
Asus,Ryzen 5,32,512,SSD,M1 GPU,13.0,2020,4,Fair,101226,14330
MSI,Ryzen 5,8,256,SSD,Integrated,17.0,2023,1,Good,51549,17857
MSI,i9,32,2048,SSD,M1 GPU,17.0,2023,1,Good,171133,60984
Apple,Ryzen 9,64,1024,SSD,RTX 4070,17.0,2020,4,Fair,209273,36643
Acer,i5,32,512,HDD,M1 GPU,17.0,2019,5,Good,86514,10040
Apple,Ryzen 7,32,512,HDD,GTX 1650,17.0,2020,4,Good,107062,23548
Dell,i3,32,256,SSD,GTX 1650,16.0,2023,1,Good,76102,22103
Acer,i9,8,512,HDD,RTX 3060,17.0,2022,2,Poor,120149,14418
HP,i7,8,2048,SSD,RTX 4070,15.6,2018,6,Fair,158164,9593
Asus,M2,8,512,SSD,M2 GPU,15.6,2020,4,Excellent,137972,33705
Dell,i9,8,256,SSD,GTX 1650,14.0,2019,5,Fair,95435,9733
HP,M1,64,512,HDD,RTX 3050,16.0,2020,4,Poor,171180,12403
Asus,Ryzen 7,8,256,SSD,RTX 3060,15.6,2020,4,Excellent,102805,21739
MSI,Ryzen 9,32,2048,SSD,M2 GPU,14.0,2019,5,Excellent,148172,30508
Lenovo,Ryzen 7,8,512,HDD,RTX 4070,13.0,2019,5,Good,109480,14294
Asus,i9,8,512,HDD,RTX 4070,16.0,2021,3,Good,151390,32319
HP,i5,16,1024,HDD,Integrated,17.0,2021,3,Good,68315,15815
HP,i7,8,2048,SSD,RTX 4070,17.0,2023,1,Good,158635,48496
Lenovo,Ryzen 9,64,256,SSD,Integrated,14.0,2018,6,Fair,140746,10431
Asus,Ryzen 9,16,256,SSD,RTX 3060,14.0,2023,1,Excellent,132287,54652
Dell,i3,8,2048,SSD,Integrated,15.6,2020,4,Good,78867,15259
HP,i3,16,1024,SSD,GTX 1650,17.0,2018,6,Good,78376,8000
Acer,i9,8,1024,SSD,Integrated,13.0,2018,6,Good,104161,10104
Apple,Ryzen 7,8,2048,SSD,RTX 3050,17.0,2019,5,Good,125574,22340
Lenovo,Ryzen 9,8,2048,SSD,RTX 4070,14.0,2022,2,Good,157320,42935
Apple,M1,16,2048,SSD,RTX 3060,16.0,2019,5,Excellent,149804,33936
Dell,M2,64,512,HDD,RTX 4070,17.0,2019,5,Fair,195092,18498
Lenovo,M2,32,2048,HDD,RTX 3060,17.0,2018,6,Good,171416,18287
MSI,i9,64,1024,SSD,RTX 3050,16.0,2020,4,Good,186321,37850
Apple,Ryzen 5,8,1024,HDD,RTX 4070,15.6,2019,5,Poor,102769,8204
HP,Ryzen 7,64,256,SSD,RTX 3050,16.0,2021,3,Fair,143402,21389
HP,Ryzen 7,8,512,SSD,M2 GPU,15.6,2019,5,Good,104277,13480
Acer,i7,32,1024,SSD,M2 GPU,17.0,2018,6,Fair,130425,8484
MSI,i5,16,256,SSD,M1 GPU,15.6,2018,6,Excellent,75201,9532
Asus,i5,8,2048,SSD,GTX 1650,16.0,2021,3,Good,95121,21972
HP,M2,64,1024,HDD,M2 GPU,16.0,2018,6,Good,177659,14915
Apple,Ryzen 7,16,256,SSD,M2 GPU,13.0,2022,2,Fair,99276,24262
Asus,i5,32,256,SSD,M2 GPU,17.0,2018,6,Excellent,102552,11611
Acer,i9,32,256,SSD,Integrated,16.0,2022,2,Good,123154,31196
Lenovo,Ryzen 9,64,1024,HDD,GTX 1650,13.0,2022,2,Good,167940,48467
Apple,Ryzen 9,32,1024,HDD,GTX 1650,16.0,2023,1,Fair,111796,32607
Asus,Ryzen 5,8,512,SSD,Integrated,17.0,2021,3,Good,61003,12584
Acer,Ryzen 7,32,256,SSD,Integrated,15.6,2020,4,Good,96562,16942
Asus,i7,16,1024,SSD,RTX 4070,15.6,2023,1,Fair,152096,35745
Lenovo,Ryzen 7,64,1024,SSD,M1 GPU,14.0,2018,6,Excellent,143221,16603
MSI,Ryzen 9,16,2048,SSD,RTX 3060,14.0,2019,5,Excellent,140074,28548
Acer,M2,16,2048,SSD,Integrated,13.0,2023,1,Fair,138128,30380
HP,Ryzen 9,32,512,SSD,RTX 3060,14.0,2020,4,Good,137812,23653
HP,i9,8,512,SSD,Integrated,14.0,2020,4,Good,93539,17201
Asus,M2,16,256,SSD,M1 GPU,15.6,2021,3,Good,133326,26734
Dell,M2,32,256,HDD,GTX 1650,14.0,2023,1,Excellent,124750,50736
Dell,i5,16,512,SSD,M1 GPU,16.0,2022,2,Good,91519,22671
Dell,M2,32,512,SSD,Integrated,17.0,2022,2,Poor,137075,16120
MSI,i7,64,1024,HDD,M1 GPU,17.0,2021,3,Poor,144075,16320
MSI,i5,8,2048,SSD,M2 GPU,13.0,2019,5,Excellent,103329,20402
HP,M2,8,256,SSD,GTX 1650,14.0,2022,2,Good,106461,24677
Asus,i7,64,512,SSD,RTX 4070,17.0,2022,2,Good,193725,48612
Lenovo,i5,32,2048,SSD,RTX 4070,17.0,2019,5,Fair,157389,16772
Asus,M2,64,256,SSD,RTX 3050,16.0,2020,4,Good,181263,35889
Dell,Ryzen 5,16,1024,SSD,M2 GPU,13.0,2021,3,Good,89826,21598
Dell,Ryzen 9,8,256,HDD,M1 GPU,14.0,2018,6,Excellent,99844,13525
Lenovo,i7,64,1024,SSD,RTX 3050,13.0,2019,5,Excellent,145669,23978
Asus,i5,64,1024,HDD,GTX 1650,17.0,2021,3,Fair,126139,21068
Acer,M2,8,2048,HDD,RTX 3060,13.0,2022,2,Fair,150382,26934
Acer,M2,8,256,SSD,M1 GPU,15.6,2020,4,Fair,116303,13259
HP,i5,16,256,SSD,Integrated,16.0,2023,1,Good,62111,19465
Acer,i7,32,256,HDD,RTX 3050,16.0,2023,1,Poor,124066,14861
Apple,M1,32,512,SSD,Integrated,17.0,2021,3,Excellent,111550,39421
Lenovo,i9,64,1024,SSD,RTX 4070,17.0,2019,5,Good,199173,30632
MSI,i5,16,512,HDD,GTX 1650,14.0,2022,2,Excellent,78120,27187
HP,i3,16,1024,SSD,M2 GPU,15.6,2021,3,Poor,83362,8682
MSI,i9,32,512,SSD,M1 GPU,16.0,2020,4,Fair,142889,22513
Dell,i5,16,2048,HDD,RTX 3050,16.0,2022,2,Good,95394,28442
Lenovo,i3,8,512,SSD,Integrated,16.0,2020,4,Good,54091,10327
Dell,i9,16,256,SSD,RTX 4070,16.0,2023,1,Excellent,156547,59470
Apple,i3,16,512,SSD,RTX 4070,15.6,2018,6,Good,108982,12878
Lenovo,i9,64,1024,SSD,GTX 1650,15.6,2020,4,Good,186145,34033
MSI,i7,32,1024,HDD,M1 GPU,17.0,2023,1,Fair,111073,28582
Asus,i5,64,1024,HDD,M2 GPU,16.0,2019,5,Good,146562,19574
Acer,i9,16,512,HDD,M2 GPU,13.0,2023,1,Good,112121,29829
